t,d,spd_lim,tfc_flw,traf_lig,tfc_sgn,toll_booth,curvature,slope,velocity_kmh_raw
7063,0,30,20,0,0,0,0,1.4219009,0
7064,0,30,20,0,0,0,0,1.4219009,0
7065,0,30,20,0,0,0,0,1.4219009,0
7066,0.5585113,30,20,0,0,0,0.0001204,1.4247676,4.0212812
7067,2.535123,30,20,0,0,0,0.0004869,1.4316663,10.2103233
7068,6.0595287,30,20,0,0,0,0.0009341,1.4329473,15.1653976
7069,10.5241672,30,20,0,0,0,0.0011914,1.4189634,16.9799995
7070,14.9765833,30,20,0,0,0,0.0012023,1.3941307,15.0773964
7071,18.5937797,30,20,0,0,0,0.0011033,1.3707555,10.9664173
7072,20.7350456,30,20,0,0,0,0.001024,1.3572036,4.4506974
7073,21.3879202,30,20,0,0,0,0.0009988,1.3532182,0.25
7074,21.4226425,30,20,0,0,0,0.0009974,1.3530081,0
7075,21.6345869,30,20,0,0,0,0.0009891,1.3517289,1.526
7076,22.5976766,30,20,0,0,0,0.0009512,1.3459925,5.408246
7077,24.4326013,30,20,0,0,0,0.0008785,1.335354,7.8032117
7078,26.9373478,30,20,0,0,0,0.0007821,1.3212429,10.2309627
7079,29.9857532,30,20,0,0,0,0.0006771,1.3042653,11.717556
7080,33.5113952,30,20,0,0,0,0.0005804,1.2843966,13.6670666
7081,37.6451619,30,20,0,0,0,0.000492,1.260959,16.0960541
7082,42.3960029,30,20,0,0,0,0.0004047,1.234324,18.1100006
7083,47.4905674,30,20,0,0,0,0.0003106,1.2062948,18.5708637
7084,52.707354,30,20,0,0,0,0.0001996,1.177957,18.9899998
7085,58.1892718,30,20,0,0,0,0.0000514,1.1485003,20.4798088
7086,64.1652462,30,20,0,0,0,-0.0001508,1.1168368,22.5472069
7087,70.6590711,30,20,0,0,0,-0.0002653,1.0829645,24.2083321
7088,77.5938508,30,20,0,0,0,-0.0001603,1.0473796,25.7220821
7089,84.8654948,30,20,0,0,0,-0.0001513,1.0107455,26.6337547
7090,92.3716685,30,20,0,0,0,-0.0002008,0.9736478,27.410696
7091,100.0991766,30,20,0,0,0,-0.0001298,0.9361973,28.2273617
7092,107.9618933,30,20,0,0,0,-0.0000532,0.8988693,28.3841991
7093,115.627088,30,20,0,0,0,-0.0000493,0.8632073,26.8052025
7094,122.8319772,30,20,0,0,0,-0.0001035,0.8303588,25.0699997
7095,129.8053055,30,20,0,0,0,-0.000111,0.799177,25.1379642
7096,136.7687315,30,20,0,0,0,0.0000204,0.768593,24.998703
7097,143.8236017,30,20,0,0,0,0.0000692,0.7382086,25.7963619
7098,151.2240924,30,20,0,0,0,-0.0000017,0.7069784,27.4871712
7099,158.883139,30,20,0,0,0,-0.0000086,0.6753065,27.6579647
7100,166.4798615,30,20,0,0,0,0.000102,0.6445655,27.0384369
7101,173.8429398,30,20,0,0,0,0.0001176,0.6154072,25.9757271
7102,180.8412496,30,20,0,0,0,0.0000789,0.5882542,24.4121036
7103,187.1026211,30,20,0,0,0,0.0001289,0.5644093,20.6697712
7104,192.2619931,30,20,0,0,0,0.000141,0.5450837,16.4777069
7105,196.8398809,30,20,0,0,0,0.000124,0.5281819,16.4830856
7106,201.8774138,30,20,0,0,0,0.0001595,0.5098482,19.7871513
7107,207.9681086,30,20,0,0,0,0.0002618,0.4880478,24.0658512
7108,214.9879315,30,20,0,0,0,0.0002487,0.463409,26.4768734
7109,222.6918064,30,20,0,0,0,0.0002162,0.4369586,28.9910259
7110,230.8839591,30,20,0,0,0,0.0002671,0.4095031,29.9924736
7111,239.1930768,30,20,0,0,0,0.0002811,0.382369,29.8331738
7112,247.3668157,30,20,0,0,0,0.0004495,0.3563817,29.017746
7113,255.4118066,30,20,0,0,0,0.0004242,0.3314626,28.906189
7114,263.5487244,30,20,0,0,0,0.0003984,0.3069058,29.6796188
7115,271.9125782,30,20,0,0,0,0.0005737,0.2823433,30.5401287
7116,280.4937982,30,20,0,0,0,0.0005416,0.2578538,31.2446556
7117,289.2638892,30,20,0,0,0,0.0006003,0.2335467,31.8999996
7118,298.1242794,30,20,0,0,0,0.0046242,0.2096976,31.8948097
7119,306.9393107,30,20,0,0,0,0.0169674,0.1860869,31.5734158
7120,315.4656047,30,20,0,0,0,0.0424447,0.1618649,29.8159008
7121,323.5238544,30,34,0,0,0,0.0283828,0.1413671,28.2034969
7122,331.0007289,30,42,0,0,0,0.0088422,0.1248707,25.6299992
7123,337.671459,30,39,0,0,0,0.0054311,0.1102323,22.3992577
7124,343.3514346,30,39,0,0,0,0.0042557,0.097499,18.4965668
7125,347.9345078,30,40,0,0,0,0.0035523,0.0873495,14.5015602
7126,351.4571482,30,40,0,0,0,0.0030437,0.079687,10.8614512
7127,353.7783013,30,40,0,0,0,0.0027309,0.0746922,5.8508511
7128,354.7028464,30,40,0,0,0,0.0026123,0.072713,0.8058733
7129,354.8147732,30,40,0,0,0,0.0025982,0.0724738,0
7130,354.8147732,30,40,0,0,0,0.0025982,0.0724738,0
7131,354.8147732,30,40,0,0,0,0.0025982,0.0724738,0
7132,354.8147732,30,40,0,0,0,0.0025982,0.0724738,0
7133,354.8147732,30,40,0,0,0,0.0025982,0.0724738,0
7134,354.8147732,30,40,0,0,0,0.0025982,0.0724738,0
7135,354.8147732,30,40,0,0,0,0.0025982,0.0724738,0
7136,354.8147732,30,40,0,0,0,0.0025982,0.0724738,0
7137,354.8147732,30,40,0,0,0,0.0025982,0.0724738,0
7138,354.9125468,30,40,0,0,0,0.002586,0.0722649,0.7039695
7139,355.5475906,30,39,0,0,0,0.0025074,0.0709093,3.8683465
7140,357.1158338,30,39,0,0,0,0.0023207,0.0675718,7.4230042
7141,359.33014,30,39,0,0,0,0.0020715,0.0628846,8.5200005
7142,361.7139999,30,39,0,0,0,0.0018156,0.0578719,8.6437912
7143,364.1644879,30,39,0,0,0,0.0015584,0.0527556,8.9997225
7144,366.5169581,30,40,0,0,0,0.0013095,0.0478794,7.9380627
7145,368.2333428,30,40,0,0,0,0.0011252,0.0443441,4.4199071
7146,369.0548049,30,40,0,0,0,0.0010366,0.0426589,1.4946202
7147,369.262391,30,40,0,0,0,0.0010142,0.0422338,0
7148,369.262391,30,40,0,0,0,0.0010142,0.0422338,0
7149,369.262391,30,40,0,0,0,0.0010142,0.0422338,0
